,DISTANCE,CASES,WEIGHT,VOLUME,ORIGIN ZIP,DEST ZIP,ACTUAL MODE,ACTUAL EQUIP,PU_APPT,DL_APPT
1505354,720.7,2,500.0,0.0,43612,64161,CORP.LTL,CORP.53DV,12/29/2021 13:12,1/1/2022 19:01
335154,1255.7,1,1.0,0.0,40219,78045,CORP.PARCEL,CORP.53DV,9/9/2022 7:09,9/12/2022 15:09
1506018,55.3,2,334.0,60.15,41011,45414,CORP.LTL,CORP.53DV,12/29/2021 18:12,12/29/2021 23:12
4769000,1100.7,5,1.79,0.16,37921,78154-1496,MTNORAM.PARCEL,MTNORAM.53DV,5/2/2022 22:05,5/3/2022 19:05
1810628,1813.2,1,1.85,0.13,90810,63038,CORP.PARCEL,CORP.53DV,10/25/2021 23:10,10/27/2021 18:10
4039419,778.1,0,931.0,105.2,78264,32548-5331,MTNORAM.LTL,MTNORAM.53DV,12/1/2021 23:59,12/6/2021 17:12
1388719,755.5,1,8.0,1127.0,38637,32164-7482,CORP.PARCEL,CORP.53DV,1/5/2022 23:01,1/7/2022 20:01
1074713,700.6,1,24000.0,2500.0,24244,32824,CORP.TL,CORP.53DV,3/24/2022 20:00,3/25/2022 20:00
1796834,2386.0,1191,6624.89,596.75,90810,32615,CORP.LTL,CORP.53DV,11/10/2021 1:11,11/19/2021 13:11
4103964,2443.1,0,4594.0,426.59,78264,98550,MTNORAM.TL,MTNORAM.45FB,11/19/2021 8:30,11/29/2021 21:11
4271212,1127.8,0,16.5,0.52,17345,66763,MTNORAM.PARCEL,MTNORAM.53DV,6/23/2022 1:06,6/28/2022 1:06
3332536,789.0,2,0.55,0.03,17345,62982,MTNORAM.PARCEL,MTNORAM.53DV,8/15/2022 14:08,8/16/2022 21:08
4468171,262.9,1,1.67,0.15,37921,45231-3559,MTNORAM.PARCEL,MTNORAM.53DV,5/18/2022 21:05,5/19/2022 18:05
4348708,1321.0,2,1.67,0.08,17345,73170,MTNORAM.PARCEL,MTNORAM.53DV,5/12/2022 17:05,5/13/2022 20:05
2201870,1117.9,2,18.45,0.81,38134,12549,CORP.PARCEL,CORP.53DV,5/31/2022 20:05,6/3/2022 19:06
2012435,455.5,295,19152.0,2615.0,92154,95304,CORP.TL,CORP.53DV,9/29/2021 7:09,10/5/2021 18:10
2442919,5.0,50,4893.0,1506.23,98516,98516,CORP.TL,CORP.53DV,5/10/2022 20:00,5/11/2022 20:00
811042,393.7,272,968.0,0.16,30083,27560,CORP.LTL,CORP.53RF,2/24/2022 9:02,2/25/2022 12:02
1082550,232.4,1,110.33,36.04,49449-8510,48174,CORP.LTL,CORP.53DV,2/25/2022 13:02,3/15/2022 13:03
2589918,439.86,4,15.0,2500.0,38637,40359-9300,CORP.PARCEL,CORP.53DV,3/30/2022 22:03,4/1/2022 19:04
418987,852.92,1,2.91,466.02,38637,55405-1801,CORP.PARCEL,CORP.53DV,9/20/2022 22:09,9/22/2022 20:09
4311147,1542.5,24,3.5,0.2,8512,76262,MTNORAM.PARCEL,MTNORAM.53DV,4/26/2022 0:04,4/29/2022 0:04
1008961,1102.76,2,2.56,60.0,38637,13078-9405,CORP.PARCEL,CORP.53DV,2/4/2022 23:02,2/9/2022 20:02
4900099,453.8,0,211.64,17.59,43551,53581,MTNORAM.LTL,MTNORAM.53DV,5/27/2022 18:05,6/1/2022 19:06
1839273,27.6,2,332.0,62.05,45414,45036-9076,CORP.LTL,CORP.53DV,10/15/2021 1:10,10/20/2021 12:10
1053781,2071.5,206,16959.0,2365.0,92154,60440,CORP.INTERMODAL,CORP.53DV,4/6/2022 0:04,4/8/2022 21:04
2502989,1297.67,1,0.08,0.0,38637,78957,CORP.PARCEL,CORP.53DV,4/30/2022 22:04,5/3/2022 20:05
663519,748.0,1,0.11,0.0,38134,48067,CORP.PARCEL,CORP.53DV,2/14/2022 23:02,2/16/2022 22:02
2226711,2161.2,60,8.7,0.0,53158,94118,CORP.PARCEL,CORP.53DV,6/1/2022 21:06,6/3/2022 23:06
4884187,153.8,2,1.94,0.09,17345,8210,MTNORAM.PARCEL,MTNORAM.53DV,4/12/2022 23:04,4/13/2022 19:04
2530119,740.85,4,18.82,2252.74,38637,27713-2222,CORP.PARCEL,CORP.53DV,6/17/2022 22:06,6/21/2022 19:06
3748058,456.7,2,3.32,0.15,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/11/2022 17:03,3/15/2022 21:03
3312486,311.5,3,6.64,0.31,17345,16508,MTNORAM.PARCEL,MTNORAM.53DV,8/10/2022 21:08,8/11/2022 17:08
1398786,1353.67,1,2.25,386.72,38637,02184-4301,CORP.PARCEL,CORP.53DV,1/7/2022 23:01,1/12/2022 20:01
4894427,105.4,72,26.4,1.75,8512,12550,MTNORAM.PARCEL,MTNORAM.53DV,5/26/2022 1:05,5/26/2022 18:05
2910416,486.1,0,44.14,4.54,37885,22546,MTNORAM.PARCEL,MTNORAM.53DV,7/7/2022 14:07,7/11/2022 17:07
4397636,2866.8,36,6.0,1.98,8512,98001,MTNORAM.PARCEL,MTNORAM.53DV,6/22/2022 10:06,6/28/2022 21:06
2689345,154.2,1,98.0,41.0,21740,23005,CORP.TL,CORP.53DV,6/14/2022 7:06,6/13/2022 0:00
1700040,2016.6,5,67.25,1.75,53158,91708,CORP.PARCEL,CORP.53DV,11/18/2021 20:11,11/25/2021 2:11
1688144,42.6,1,2.32,0.06,53158,60712,CORP.PARCEL,CORP.53DV,11/10/2021 15:11,11/11/2021 22:11
4091196,927.5,0,2.0,0.39,78264,42003,MTNORAM.PARCEL,MTNORAM.53DV,10/18/2021 23:59,10/21/2021 13:10
3536614,253.7,2,0.41,0.04,17345,14480-9719,MTNORAM.PARCEL,MTNORAM.53DV,9/1/2022 17:09,9/2/2022 18:09
716984,458.8,11,0.89,0.11,38134,41005,CORP.PARCEL,CORP.53DV,3/25/2022 14:03,3/29/2022 18:03
1250392,2044.8,0,2.82,0.07,53158,92840,CORP.PARCEL,CORP.53DV,1/13/2022 22:01,1/15/2022 0:01
3112305,1189.6,1079,44614.31,10.79,N9V 2Z6,70506,MTNORAM.TL,MTNORAM.53DV,7/26/2022 0:00,7/28/2022 6:00
1349083,249.7,53,5278.2,1400.13,75062,77041,CORP.TL,CORP.53DV,11/30/2021 20:00,12/1/2021 20:00
1432444,559.72,3,6.9,2436.04,38637,29379-9005,CORP.PARCEL,CORP.53DV,12/3/2021 23:12,12/7/2021 20:12
3182693,478.9,4,1.02,0.08,17345,28401,MTNORAM.PARCEL,MTNORAM.53DV,7/27/2022 20:07,7/28/2022 19:07
4518397,231.2,2,1.94,0.09,17345,15108,MTNORAM.PARCEL,MTNORAM.53DV,4/7/2022 22:04,4/8/2022 17:04
2681089,36.0,14,1306.0,304.56,77382,77041,CORP.LTL,CORP.53DV,4/13/2022 12:04,4/13/2022 23:04
1560275,1135.7,2,0.5,0.0,38134,12561,CORP.PARCEL,CORP.53DV,10/26/2021 21:10,10/27/2021 18:10
1122715,484.6,41,2.61,0.76,38134,66061,CORP.PARCEL,CORP.53DV,1/31/2022 13:01,2/2/2022 22:02
3367035,565.0,6,1.65,0.08,17345,37804,MTNORAM.PARCEL,MTNORAM.53DV,8/17/2022 17:08,8/18/2022 18:08
353965,371.4,3,268.0,50.45,75062,78382,CORP.LTL,CORP.53DV,6/29/2022 19:00,7/1/2022 19:00
891397,1018.4,7,7.0,2.07,40219,78757,CORP.PARCEL,CORP.53DV,3/24/2022 7:03,3/28/2022 18:03
2464526,266.2,5428,50.0,0.0,75261,77489,CORP.TL,CORP.53BK,4/29/2022 1:04,4/29/2022 6:04
1292872,368.0,1,92.0,38.25,21740,6074,CORP.LTL,CORP.53DV,12/29/2021 20:00,1/6/2022 20:00
3987977,23.4,0,4746.0,514.71,78264,78220,MTNORAM.LTL,MTNORAM.53DV,1/10/2022 21:01,3/28/2022 19:03
363677,336.9,220,8.0,0.0,70360,77489,CORP.TL,CORP.53DV,8/8/2022 23:08,8/9/2022 6:08
4841508,667.5,4,2.21,0.12,17345,30720,MTNORAM.PARCEL,MTNORAM.53DV,5/23/2022 21:05,5/24/2022 18:05
2373873,2770.9,1,0.8,0.01,90810,8873,CORP.PARCEL,CORP.53DV,4/20/2022 7:04,4/20/2022 14:04
2173435,0.0,1,0.2,0.0,38134,631,CORP.PARCEL,CORP.53DV,4/4/2022 22:04,4/6/2022 0:04
3320770,2093.6,2,6.65,0.3,17345,84341,MTNORAM.PARCEL,MTNORAM.53DV,8/11/2022 17:08,8/12/2022 21:08
176586,2098.8,0,0.19,0.01,53158,98686,CORP.PARCEL,CORP.53DV,7/13/2022 13:07,7/14/2022 23:07
2469014,266.2,20946,190.0,8.17,75261,77489,CORP.TL,CORP.53BK,5/9/2022 1:05,5/9/2022 6:05
1370426,266.2,22120,346.0,32.67,75261,77489,CORP.TL,CORP.53BK,12/22/2021 2:12,12/22/2021 7:12
1517846,1582.3,3,0.31,0.02,38134,89074,CORP.PARCEL,CORP.53DV,1/4/2022 18:01,1/7/2022 1:01
4454467,2765.4,2,1.11,0.05,17345,93465,MTNORAM.PARCEL,MTNORAM.53DV,5/26/2022 0:05,5/28/2022 1:05
828181,222.7,25,2428.0,682.91,32824,33018,CORP.TL,CORP.53DV,3/9/2022 20:00,3/9/2022 20:00
2307911,60.1,3,220.0,68.0,48174,48382,CORP.LTL,CORP.53DV,6/10/2022 18:06,5/27/2022 0:00
4220361,89.1,112,21.83,1.42,8512,11701,MTNORAM.PARCEL,MTNORAM.53DV,5/25/2022 0:05,5/24/2022 16:05
17180,2049.5,16,17.04,0.59,38134,95377,CORP.PARCEL,CORP.53DV,8/9/2022 22:08,8/15/2022 15:08
3285930,111.3,6,3.48,0.18,17345,22182,MTNORAM.PARCEL,MTNORAM.53DV,8/8/2022 15:08,8/9/2022 18:08
32006,298.7,5,0.22,0.61,38134,63051,CORP.PARCEL,CORP.53DV,6/29/2022 21:06,7/1/2022 0:07
1167269,1208.73,11,0.54,0.64,38134,36068,CORP.PARCEL,CORP.53DV,1/26/2022 19:01,1/28/2022 23:01
4677753,177.7,3,1.94,0.09,17345,10314,MTNORAM.PARCEL,MTNORAM.53DV,5/9/2022 16:05,5/10/2022 18:05
917959,17.9,1,203.0,56.0,80216,80122,CORP.LTL,CORP.53DV,2/17/2022 23:02,2/18/2022 0:00
2693084,161.7,2,137.0,61.0,44256,48174,CORP.TL,CORP.53DV,5/27/2022 0:05,6/6/2022 0:00
817542,51.7,2,312.0,66.74,72204,71913-2304,CORP.LTL,CORP.53DV,2/15/2022 2:02,2/18/2022 23:02
122192,1785.5,5,0.22,0.61,38134,91748,CORP.PARCEL,CORP.53DV,6/24/2022 16:06,6/30/2022 0:06
994806,746.8,1,3.9,411.77,38637,27502-7776,CORP.PARCEL,CORP.53DV,3/9/2022 23:03,3/11/2022 20:03
1598700,605.5,3,0.3,0.02,38134,28207,CORP.PARCEL,CORP.53DV,11/18/2021 22:11,11/19/2021 19:11
2698388,30.9,1,95.0,38.25,85383,85043,CORP.LTL,CORP.53DV,5/27/2022 18:05,5/29/2022 6:05
4591419,332.9,2,1.66,0.07,17345,24970,MTNORAM.PARCEL,MTNORAM.53DV,4/14/2022 17:04,4/18/2022 18:04
4465861,1542.5,768,50.24,12.99,8512,76262,MTNORAM.PARCEL,MTNORAM.53DV,5/25/2022 14:05,5/31/2022 20:05
1688795,861.8,1,2.32,0.06,53158,10025,CORP.PARCEL,CORP.53DV,11/22/2021 17:11,11/23/2021 18:11
2960020,149.4,2,1.66,0.08,17345,18403,MTNORAM.PARCEL,MTNORAM.53DV,6/29/2022 22:06,6/30/2022 18:06
147772,1066.5,0,0.19,0.01,53158,2343,CORP.PARCEL,CORP.53DV,7/7/2022 19:07,7/8/2022 17:07
71702,1587.7,1,0.29,0.0,38134,89104,CORP.PARCEL,CORP.53DV,8/31/2022 17:08,9/2/2022 0:09
2804280,2191.4,7,8639.68,282.09,46158,95826,MTNORAM.LTL,MTNORAM.53DV,9/14/2022 15:09,9/19/2022 7:09
210088,736.2,0,0.94,0.02,53158,20874,CORP.PARCEL,CORP.53DV,9/13/2022 17:09,9/14/2022 14:09
1921791,672.5,7,3.26,4.0,38637,27310,CORP.PARCEL,CORP.53DV,10/19/2021 22:10,10/20/2021 12:10
4647118,167.7,1,0.83,0.04,17345,7083,MTNORAM.PARCEL,MTNORAM.53DV,5/2/2022 22:05,5/3/2022 18:05
4897864,701.7,1,0.16,0.01,17345,30673,MTNORAM.PARCEL,MTNORAM.53DV,4/20/2022 17:04,4/22/2022 19:04
879694,2095.2,836,6689.36,826.5,90810,46628,CORP.LTL,CORP.53DV,3/23/2022 21:03,4/1/2022 12:04
4442054,112.1,2,1.64,0.11,17345,20748,MTNORAM.PARCEL,MTNORAM.53DV,4/28/2022 16:04,4/29/2022 17:04
28442,469.8,81,5.21,0.92,38134,30642,CORP.PARCEL,CORP.53DV,7/14/2022 17:07,7/18/2022 21:07
323506,36.1,3,334.0,66.45,46168,46236,CORP.LTL,CORP.53DV,9/16/2022 1:09,9/16/2022 9:09
3690734,690.7,0,918.71,47.93,17406,60623,MTNORAM.LTL,MTNORAM.53DV,3/9/2022 22:03,3/14/2022 14:03
4937057,1608.2,403,1743.13,206.43,76131,10710-7508,LTL,PLNA.53DV,8/26/2022 3:08,9/1/2022 21:09
4721028,45.2,0,1581.88,105.65,17406,17015,MTNORAM.LTL,MTNORAM.53DV,4/8/2022 22:04,4/11/2022 17:04
26428,1787.2,0,8.0,0.27,38134,93534,CORP.PARCEL,CORP.53DV,8/29/2022 21:08,9/2/2022 1:09
4021415,845.7,61,14.3,1.35,8512,37086,MTNORAM.PARCEL,MTNORAM.53DV,10/25/2021 17:10,10/26/2021 19:10
2248169,973.8,0,0.94,0.02,53158,28425,CORP.PARCEL,CORP.53DV,5/9/2022 16:05,5/11/2022 0:05
1514139,380.8,41,2.07,0.18,38134,75460,CORP.PARCEL,CORP.53DV,9/24/2021 16:09,9/28/2021 21:09
1533072,673.4,1,0.7,0.03,38134,43623,CORP.PARCEL,CORP.53DV,10/9/2021 14:10,10/13/2021 18:10
1399812,1298.09,1,2.32,1079.37,38637,02822-2100,CORP.PARCEL,CORP.53DV,1/7/2022 23:01,1/12/2022 20:01
4536295,175.3,0,158.73,29.29,30294,31707,MTNORAM.LTL,MTNORAM.53DV,5/16/2022 18:05,5/17/2022 17:05
1036062,1145.98,2,3.91,0.0,17050,75708,CORP.PARCEL,CORP.53DV,2/8/2022 20:02,2/14/2022 22:02
4520409,2882.7,24,9.45,0.35,8512,98372,MTNORAM.PARCEL,MTNORAM.53DV,5/27/2022 3:05,6/2/2022 0:06
420127,527.61,1,6.83,700.0,38637,76155-2122,CORP.PARCEL,CORP.53DV,9/21/2022 22:09,9/23/2022 20:09
4548943,753.8,2,1.67,0.08,17345,49682,MTNORAM.PARCEL,MTNORAM.53DV,5/5/2022 16:05,5/9/2022 18:05
2299867,2032.6,1,0.35,0.04,53158,92821,CORP.PARCEL,CORP.53DV,6/3/2022 20:06,6/8/2022 2:06
4920121,594.7,1,0.28,0.01,17345,49008,MTNORAM.PARCEL,MTNORAM.53DV,5/3/2022 23:05,5/4/2022 18:05
1437126,786.2,6,564.0,112040.51,38637,32750-3514,CORP.LTL,CORP.53DV,1/7/2022 23:01,1/11/2022 5:01
2679189,16.0,1,153.0,40.0,74115,74012,CORP.LTL,CORP.53DV,6/22/2022 9:06,5/24/2022 0:00
2115714,1010.3,7,0.32,0.63,38134,16947,CORP.PARCEL,CORP.53DV,4/21/2022 21:04,4/26/2022 12:04
4303450,434.7,1,0.16,0.01,17345,28304,MTNORAM.PARCEL,MTNORAM.53DV,4/13/2022 22:04,4/18/2022 19:04
1194081,760.0,40,65.0,10.44,53158,67214,CORP.PARCEL,CORP.53DV,12/3/2021 14:12,12/7/2021 14:12
432449,1798.5,2,0.31,1.0,38637,90670,CORP.PARCEL,CORP.53DV,8/22/2022 22:08,8/23/2022 15:08
2878509,2635.8,2,3.32,0.15,17345,92704,MTNORAM.PARCEL,MTNORAM.53DV,7/11/2022 17:07,7/13/2022 0:07
3773830,199.4,1,0.28,0.03,17345,11230,MTNORAM.PARCEL,MTNORAM.53DV,3/10/2022 2:03,3/10/2022 20:03
3575696,1098.7,3689,710.57,51.02,8512,33805,MTNORAM.LTL,MTNORAM.53DV,3/21/2022 21:03,3/3/2022 16:03
4252427,1403.2,1410,42412.69,14.1,60490,78504,MTNORAM.INTERMODAL,MTNORAM.53DV,4/21/2022 14:00,4/28/2022 12:00
2667516,129.6,1,103.0,39.0,30013,28906,CORP.LTL,CORP.53DV,6/20/2022 12:06,5/23/2022 0:00
660814,959.5,10,113.54,10.43,38134,34102,CORP.PARCEL,CORP.53DV,2/7/2022 21:02,2/9/2022 20:02
219704,805.4,1,1.6,0.12,53158,19805,CORP.PARCEL,CORP.53DV,8/29/2022 12:08,8/26/2022 20:08
1069531,586.4,205,7101.0,1754527.73,30213,33478,CORP.TL,CORP.53DV,3/24/2022 16:03,3/25/2022 13:03
828154,5.0,57,4761.0,1641.38,32824,32824,CORP.TL,CORP.53DV,2/1/2022 20:00,2/2/2022 20:00
4152394,1094.9,1,1.1,0.05,17345,33952,MTNORAM.PARCEL,MTNORAM.53DV,6/13/2022 23:06,6/14/2022 17:06
572797,55.1,2,287.25,45.25,7647,7843,CORP.LTL,CORP.53DV,9/8/2022 7:09,9/13/2022 19:09
1206728,16.3,1,2.32,0.06,53158,60085,CORP.PARCEL,CORP.53DV,12/1/2021 14:12,12/2/2021 22:12
4339709,692.3,3,5.54,0.25,17345,60126,MTNORAM.PARCEL,MTNORAM.53DV,4/11/2022 19:04,4/12/2022 19:04
4912374,672.6,4,6.63,0.33,17345,48629,MTNORAM.PARCEL,MTNORAM.53DV,6/8/2022 21:06,6/9/2022 22:06
3718732,456.7,1,1.93,0.09,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/8/2022 1:03,3/8/2022 21:03
2441253,41.8,25,2731.0,1019.78,46168,46037,CORP.LTL,CORP.53DV,5/5/2022 12:05,5/5/2022 21:00
494893,2114.3,49,12.97,129.1,38637,95678,CORP.PARCEL,CORP.53DV,6/29/2022 22:06,6/30/2022 22:06
1108476,952.8,2,0.24,0.0,38134,33449,CORP.PARCEL,CORP.53DV,1/10/2022 22:01,1/11/2022 21:01
2713412,672.6,1,0.84,0.08,37921,33625,MTNORAM.PARCEL,MTNORAM.53DV,6/29/2022 21:06,6/30/2022 17:06
2023084,857.5,3,286.0,99.82,80011,75062,CORP.LTL,CORP.53DV,10/20/2021 20:00,10/27/2021 21:00
3056926,1498.5,1,0.83,0.04,17345,77478,MTNORAM.PARCEL,MTNORAM.53DV,7/14/2022 18:07,7/15/2022 20:07
1360456,62.6,1,187.0,21.9,52246,52722,CORP.LTL,CORP.53DV,12/7/2021 2:12,12/9/2021 15:12
1334435,1255.7,61,148.22,43.87,40219,78045,CORP.PARCEL,CORP.53DV,1/14/2022 8:01,1/17/2022 16:01
834018,88.8,1,139.0,50.47,20109,21740,CORP.LTL,CORP.53DV,3/7/2022 14:03,3/7/2022 14:03
424970,814.9,11,3.18,3.0,38637,32809,CORP.PARCEL,CORP.53DV,8/5/2022 22:08,8/8/2022 12:08
2653478,111.4,4,464.0,177.43,12183,6704,CORP.LTL,CORP.53DV,6/9/2022 20:00,6/14/2022 20:00
4259145,259.2,4,3.59,0.19,17345,23185,MTNORAM.PARCEL,MTNORAM.53DV,5/12/2022 17:05,5/13/2022 18:05
4640688,94.8,3,2.76,0.12,17345,8098,MTNORAM.PARCEL,MTNORAM.53DV,4/5/2022 3:04,4/5/2022 18:04
3894818,2188.1,2,2.78,0.18,37921,91605-5162,MTNORAM.PARCEL,MTNORAM.53DV,3/17/2022 21:03,3/18/2022 23:03
1660274,1941.9,11,2.9,0.11,38134,93711,CORP.PARCEL,CORP.53DV,10/23/2021 14:10,10/28/2021 23:10
4526732,1067.5,4,3.31,0.15,17345,33707,MTNORAM.PARCEL,MTNORAM.53DV,4/25/2022 21:04,4/26/2022 18:04
4167717,949.3,6,8886.54,730.06,17345,38654,MTNORAM.TL,MTNORAM.53RF,5/31/2022 18:05,6/1/2022 15:06
1496516,311.5,1,24000.0,2500.0,24244,30013,CORP.TL,CORP.53DV,12/10/2021 20:00,12/13/2021 20:00
3586064,456.7,3,1.67,0.09,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/14/2022 20:03,3/15/2022 18:03
2837159,1550.4,2,1.42,0.12,37921,82601-3251,MTNORAM.PARCEL,MTNORAM.53DV,9/14/2022 21:09,9/15/2022 21:09
2506015,1808.2,3,5.28,0.0,38637,92630,CORP.PARCEL,CORP.53DV,4/13/2022 22:04,4/14/2022 15:04
4274690,1611.1,24,6.0,0.53,8512,77477,MTNORAM.PARCEL,MTNORAM.53DV,4/1/2022 22:04,4/6/2022 21:04
1099750,1597.3,3,10.8,0.27,38134,84104,CORP.PARCEL,CORP.53DV,12/13/2021 22:12,12/17/2021 23:12
861951,18.5,76,760.0,56.73,90810,90230,CORP.PARCEL,CORP.53DV,3/23/2022 21:03,3/24/2022 16:03
668482,352.0,23,1.58,0.8,38134,72756,CORP.PARCEL,CORP.53DV,3/22/2022 20:03,3/23/2022 21:03
1853434,436.0,25,2647.0,822.23,75062,78840,CORP.TL,CORP.53DV,11/11/2021 20:00,11/12/2021 20:00
2636036,460.5,146,17290.0,2523.0,92154,95304,CORP.TL,CORP.53DV,5/26/2022 15:05,5/27/2022 0:05
707446,1260.1,3,0.61,0.03,38134,2904,CORP.PARCEL,CORP.53DV,2/16/2022 21:02,2/17/2022 23:02
3622240,456.7,1,0.83,0.04,17345,45036,MTNORAM.PARCEL,MTNORAM.53DV,3/7/2022 16:03,3/8/2022 20:03
1946955,796.9,1,2.25,386.72,38637,48640-3504,CORP.PARCEL,CORP.53DV,10/23/2021 22:10,10/26/2021 19:10
4155509,834.7,3,1.66,0.07,17345,32082,MTNORAM.PARCEL,MTNORAM.53DV,4/5/2022 2:04,4/5/2022 17:04
3885609,1186.4,24,2.5,0.17,8512,54016,MTNORAM.PARCEL,MTNORAM.53DV,2/23/2022 19:02,2/28/2022 23:02
3005162,1112.6,4,6.54,0.6,37921,78202,MTNORAM.PARCEL,MTNORAM.53DV,7/11/2022 21:07,7/12/2022 19:07
4039529,0.0,0,0.0,0.0,37091,37091,,MTNORAM.53DV,11/22/2021 14:11,11/22/2021 17:11
